timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1696433518295,78,HTTP Request,200,OK,Thread Group 1-42,text,true,,11697,143,51,51,https://frontend-lacrei-pessoa-usuaria.vercel.app/,74,0,0
1696433518335,79,HTTP Request,200,OK,Thread Group 1-49,text,true,,11697,143,50,50,https://frontend-lacrei-pessoa-usuaria.vercel.app/,79,0,0
1696433517190,1226,HTTP Request,200,OK,Thread Group 1-56,text,true,,11697,143,49,49,https://frontend-lacrei-pessoa-usuaria.vercel.app/,1224,0,1
1696433517260,1248,HTTP Request,200,OK,Thread Group 1-63,text,true,,11697,143,49,49,https://frontend-lacrei-pessoa-usuaria.vercel.app/,1247,0,1
1696433518416,92,HTTP Request,200,OK,Thread Group 1-56,text,true,,11697,143,49,49,https://frontend-lacrei-pessoa-usuaria.vercel.app/,92,0,0
1696433517321,1219,HTTP Request,200,OK,Thread Group 1-69,text,true,,11697,143,48,48,https://frontend-lacrei-pessoa-usuaria.vercel.app/,1217,0,0
1696433518508,73,HTTP Request,200,OK,Thread Group 1-63,text,true,,11697,143,48,48,https://frontend-lacrei-pessoa-usuaria.vercel.app/,73,0,0
1696433517368,1224,HTTP Request,200,OK,Thread Group 1-74,text,true,,11697,143,47,47,https://frontend-lacrei-pessoa-usuaria.vercel.app/,1223,0,1
1696433518540,68,HTTP Request,200,OK,Thread Group 1-69,text,true,,11697,143,47,47,https://frontend-lacrei-pessoa-usuaria.vercel.app/,67,0,0
1696433518592,77,HTTP Request,200,OK,Thread Group 1-74,text,true,,11697,143,46,46,https://frontend-lacrei-pessoa-usuaria.vercel.app/,76,0,0
1696433517457,1220,HTTP Request,200,OK,Thread Group 1-83,text,true,,11697,143,45,45,https://frontend-lacrei-pessoa-usuaria.vercel.app/,1220,0,0
1696433517521,1234,HTTP Request,200,OK,Thread Group 1-89,text,true,,11697,143,45,45,https://frontend-lacrei-pessoa-usuaria.vercel.app/,1225,0,0
