timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1696433368438,85,HTTP Request,200,OK,Thread Group 1-82,text,true,,15435,151,59,59,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,85,0,0
1696433368284,242,HTTP Request,200,OK,Thread Group 1-91,text,true,,15435,151,58,58,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,241,0,0
1696433368253,301,HTTP Request,200,OK,Thread Group 1-88,text,true,,15435,151,58,58,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,300,0,1
1696433368526,68,HTTP Request,200,OK,Thread Group 1-91,text,true,,15435,151,58,58,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,67,0,0
1696433368555,63,HTTP Request,200,OK,Thread Group 1-88,text,true,,15435,151,57,57,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,63,0,0
1696433367769,1210,HTTP Request,200,OK,Thread Group 1-40,text,true,,15435,151,56,56,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,1210,0,0
1696433367752,1231,HTTP Request,200,OK,Thread Group 1-38,text,true,,15435,151,56,56,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,1231,0,0
1696433367792,1199,HTTP Request,200,OK,Thread Group 1-42,text,true,,15435,151,56,56,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,1198,0,1
1696433367763,1231,HTTP Request,200,OK,Thread Group 1-39,text,true,,15435,151,56,56,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,1229,0,0
1696433367710,1289,HTTP Request,200,OK,Thread Group 1-34,text,true,,15435,151,56,56,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,1285,0,1
1696433367800,1199,HTTP Request,200,OK,Thread Group 1-43,text,true,,15435,151,56,56,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,1194,0,0
1696433367743,1257,HTTP Request,200,OK,Thread Group 1-37,text,true,,15435,151,56,56,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,1256,0,1
1696433368979,65,HTTP Request,200,OK,Thread Group 1-40,text,true,,15435,151,56,56,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,63,0,0
1696433368984,62,HTTP Request,200,OK,Thread Group 1-38,text,true,,15435,151,55,55,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,60,0,0
1696433368992,64,HTTP Request,200,OK,Thread Group 1-42,text,true,,15435,151,54,54,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,62,0,0
1696433368999,76,HTTP Request,200,OK,Thread Group 1-43,text,true,,15435,151,53,53,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,75,0,0
1696433369000,75,HTTP Request,200,OK,Thread Group 1-37,text,true,,15435,151,52,52,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,75,0,0
1696433367850,1226,HTTP Request,200,OK,Thread Group 1-48,text,true,,15435,151,51,51,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,1225,0,1
1696433368994,106,HTTP Request,200,OK,Thread Group 1-39,text,true,,15435,151,51,51,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,105,0,0
1696433368999,103,HTTP Request,200,OK,Thread Group 1-34,text,true,,15435,151,50,50,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,102,0,0
1696433367892,1218,HTTP Request,200,OK,Thread Group 1-52,text,true,,15435,151,49,49,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,1218,0,1
1696433369111,68,HTTP Request,200,OK,Thread Group 1-52,text,true,,15435,151,49,49,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,68,0,0
1696433369077,104,HTTP Request,200,OK,Thread Group 1-48,text,true,,15435,151,48,48,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,103,0,0
1696433367984,1227,HTTP Request,200,OK,Thread Group 1-61,text,true,,15435,151,47,47,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,1227,0,0
1696433369212,117,HTTP Request,200,OK,Thread Group 1-61,text,true,,15435,151,47,47,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,116,0,0
1696433368063,1269,HTTP Request,200,OK,Thread Group 1-69,text,true,,15435,151,46,46,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,1268,0,1
1696433368115,1227,HTTP Request,200,OK,Thread Group 1-74,text,true,,15435,151,46,46,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,1224,0,1
1696433369332,76,HTTP Request,200,OK,Thread Group 1-69,text,true,,15435,151,46,46,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,76,0,0
1696433369343,100,HTTP Request,200,OK,Thread Group 1-74,text,true,,15435,151,45,45,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,100,0,0
1696433368184,1270,HTTP Request,200,OK,Thread Group 1-81,text,true,,15435,151,44,44,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,1267,0,0
1696433368234,1242,HTTP Request,200,OK,Thread Group 1-86,text,true,,15435,151,44,44,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,1241,0,1
1696433368291,1218,HTTP Request,200,OK,Thread Group 1-92,text,true,,15435,151,44,44,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,1217,0,1
1696433369454,89,HTTP Request,200,OK,Thread Group 1-81,text,true,,15435,151,44,44,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,79,0,0
1696433369477,68,HTTP Request,200,OK,Thread Group 1-86,text,true,,15435,151,43,43,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,67,0,0
1696433369509,67,HTTP Request,200,OK,Thread Group 1-92,text,true,,15435,151,42,42,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,63,0,0
1696433367824,2204,HTTP Request,200,OK,Thread Group 1-45,text,true,,15435,151,41,41,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,2203,0,1
1696433367839,2197,HTTP Request,200,OK,Thread Group 1-47,text,true,,15435,151,41,41,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,2196,0,0
1696433367814,2240,HTTP Request,200,OK,Thread Group 1-44,text,true,,15435,151,41,41,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,2240,0,0
1696433367862,2205,HTTP Request,200,OK,Thread Group 1-49,text,true,,15435,151,41,41,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,2204,0,0
1696433370029,62,HTTP Request,200,OK,Thread Group 1-45,text,true,,15435,151,41,41,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,62,0,0
1696433367914,2184,HTTP Request,200,OK,Thread Group 1-54,text,true,,15435,151,40,40,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,2184,0,0
1696433367872,2227,HTTP Request,200,OK,Thread Group 1-50,text,true,,15435,151,40,40,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,2227,0,1
1696433370036,64,HTTP Request,200,OK,Thread Group 1-47,text,true,,15435,151,40,40,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,63,0,0
1696433367882,2238,HTTP Request,200,OK,Thread Group 1-51,text,true,,15435,151,39,39,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,2232,0,1
1696433367903,2219,HTTP Request,200,OK,Thread Group 1-53,text,true,,15435,151,39,39,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,2217,0,1
1696433370055,70,HTTP Request,200,OK,Thread Group 1-44,text,true,,15435,151,39,39,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,70,0,0
1696433370067,61,HTTP Request,200,OK,Thread Group 1-49,text,true,,15435,151,38,38,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,59,0,0
1696433367932,2230,HTTP Request,200,OK,Thread Group 1-56,text,true,,15435,151,37,37,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,2229,0,0
1696433370099,93,HTTP Request,200,OK,Thread Group 1-50,text,true,,15435,151,37,37,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,92,0,0
1696433367990,2208,HTTP Request,200,OK,Thread Group 1-62,text,true,,15435,151,36,36,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,2207,0,1
1696433370121,79,HTTP Request,200,OK,Thread Group 1-51,text,true,,15435,151,36,36,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,79,0,0
1696433370123,81,HTTP Request,200,OK,Thread Group 1-53,text,true,,15435,151,35,35,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,80,0,0
1696433370099,110,HTTP Request,200,OK,Thread Group 1-54,text,true,,15435,151,34,34,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,107,0,0
1696433370162,78,HTTP Request,200,OK,Thread Group 1-56,text,true,,15435,151,33,33,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,77,0,0
1696433370198,74,HTTP Request,200,OK,Thread Group 1-62,text,true,,15435,151,32,32,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,73,0,0
1696433368031,2318,HTTP Request,200,OK,Thread Group 1-66,text,true,,15435,151,31,31,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,2251,0,1
1696433368132,2231,HTTP Request,200,OK,Thread Group 1-76,text,true,,15435,151,31,31,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,2231,0,0
1696433368200,2225,HTTP Request,200,OK,Thread Group 1-83,text,true,,15435,151,31,31,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,2220,0,0
1696433370364,72,HTTP Request,200,OK,Thread Group 1-76,text,true,,15435,151,31,31,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,71,0,0
1696433368241,2221,HTTP Request,200,OK,Thread Group 1-87,text,true,,15435,151,30,30,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,2221,0,1
1696433370349,143,HTTP Request,200,OK,Thread Group 1-66,text,true,,15435,151,30,30,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,76,0,0
1696433370425,76,HTTP Request,200,OK,Thread Group 1-83,text,true,,15435,151,29,29,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,72,0,0
1696433368322,2188,HTTP Request,200,OK,Thread Group 1-95,text,true,,15435,151,28,28,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,2187,0,0
1696433370463,79,HTTP Request,200,OK,Thread Group 1-87,text,true,,15435,151,28,28,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,78,0,0
1696433370511,73,HTTP Request,200,OK,Thread Group 1-95,text,true,,15435,151,27,27,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,73,0,0
1696433367939,3220,HTTP Request,200,OK,Thread Group 1-57,text,true,,15435,151,26,26,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,3219,0,1
1696433367999,3191,HTTP Request,200,OK,Thread Group 1-63,text,true,,15435,151,26,26,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,3190,0,0
1696433367960,3231,HTTP Request,200,OK,Thread Group 1-59,text,true,,15435,151,26,26,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,3230,0,0
1696433367974,3239,HTTP Request,200,OK,Thread Group 1-60,text,true,,15435,151,26,26,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,3238,0,0
1696433368019,3224,HTTP Request,200,OK,Thread Group 1-65,text,true,,15435,151,26,26,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,3216,0,0
1696433371160,84,HTTP Request,200,OK,Thread Group 1-57,text,true,,15435,151,26,26,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,83,0,0
1696433368050,3198,HTTP Request,200,OK,Thread Group 1-68,text,true,,15435,151,25,25,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,3198,0,1
1696433371191,68,HTTP Request,200,OK,Thread Group 1-59,text,true,,15435,151,25,25,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,63,0,0
1696433371191,77,HTTP Request,200,OK,Thread Group 1-63,text,true,,15435,151,24,24,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,67,0,0
1696433368070,3208,HTTP Request,200,OK,Thread Group 1-70,text,true,,15435,151,23,23,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,3208,0,0
1696433368013,3266,HTTP Request,200,OK,Thread Group 1-64,text,true,,15435,151,23,23,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,3265,0,0
1696433371244,62,HTTP Request,200,OK,Thread Group 1-65,text,true,,15435,151,23,23,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,61,0,0
1696433371249,62,HTTP Request,200,OK,Thread Group 1-68,text,true,,15435,151,22,22,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,62,0,0
1696433368082,3246,HTTP Request,200,OK,Thread Group 1-71,text,true,,15435,151,21,21,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,3246,0,0
1696433368105,3224,HTTP Request,200,OK,Thread Group 1-73,text,true,,15435,151,21,21,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,3223,0,0
1696433371214,122,HTTP Request,200,OK,Thread Group 1-60,text,true,,15435,151,21,21,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,120,0,0
1696433371280,72,HTTP Request,200,OK,Thread Group 1-70,text,true,,15435,151,20,20,https://frontend-lacrei-pessoa-usuaria.vercel.app/cadastro,71,0,0
